期号,front1,front2,front3,front4,front5,back1,back2,日期,front_sum,front_span,front_odd_count,front_Zone1_count,front_Zone2_count,front_Zone3_count,front_consecutive_count,front_repeat_count,back_sum,back_span,back_odd_count,back_is_large
11024,12,15,16,20,33,8,12,2011-03-02,96,21,2,1,3,1,1,1,20,4,0,1
11025,8,9,25,28,29,2,10,2011-03-05,99,21,3,2,0,3,2,0,12,8,0,1
11026,1,9,15,20,29,7,9,2011-03-07,74,28,4,2,2,1,0,2,16,2,2,1
11027,5,14,25,34,35,2,5,2011-03-09,113,30,3,1,1,3,1,0,7,3,1,0
11028,1,2,13,17,28,1,4,2011-03-12,61,27,3,2,2,1,1,0,5,3,1,0
11029,3,9,17,24,28,6,12,2011-03-14,81,25,3,2,2,1,0,2,18,6,0,1
11030,15,19,25,30,33,3,8,2011-03-16,122,18,4,0,2,3,0,0,11,5,1,1
11031,12,17,19,22,35,4,11,2011-03-19,105,23,3,1,3,1,0,1,15,7,1,1
11032,7,16,23,31,33,3,10,2011-03-21,110,26,4,1,2,2,0,0,13,7,1,1
11033,3,19,24,29,33,3,9,2011-03-23,108,30,4,1,2,2,0,1,12,6,2,1
11034,3,6,9,17,27,3,9,2011-03-26,62,24,4,3,1,1,0,1,12,6,2,1
11035,3,4,13,15,32,4,9,2011-03-28,67,29,3,2,2,1,1,1,13,5,1,1
11036,3,18,29,30,33,8,9,2011-03-30,113,30,3,1,1,3,1,1,17,1,1,1
11037,1,12,14,22,24,10,12,2011-04-02,73,23,1,2,3,0,0,0,22,2,0,1
11038,7,9,11,13,33,10,12,2011-04-04,73,26,5,3,1,1,0,0,22,2,0,1
11039,1,11,14,22,34,6,8,2011-04-06,82,33,2,2,2,1,0,1,14,2,0,1
11040,3,7,15,18,20,1,6,2011-04-09,63,17,3,2,3,0,0,0,7,5,1,0
11041,4,5,11,13,25,3,6,2011-04-11,58,21,4,3,1,1,1,0,9,3,1,0
11042,6,9,18,30,32,10,12,2011-04-13,95,26,1,2,1,2,0,0,22,2,0,1
11043,2,8,23,33,35,5,10,2011-04-16,101,33,3,2,1,2,0,0,15,5,1,1
11044,11,21,24,26,31,6,7,2011-04-18,113,20,3,1,2,2,0,0,13,1,1,1
11045,13,21,22,29,31,7,11,2011-04-20,116,18,4,0,3,2,1,2,18,4,2,1
11046,9,15,16,19,29,4,6,2011-04-23,88,20,4,1,3,1,1,1,10,2,0,0
11047,2,15,22,33,35,5,8,2011-04-25,107,33,3,1,2,2,0,1,13,3,1,1
11048,13,17,25,27,28,2,3,2011-04-27,110,15,4,0,2,3,1,0,5,1,1,0
11049,5,6,10,22,25,1,9,2011-04-30,68,20,2,3,1,1,1,1,10,8,2,1
11050,4,7,29,32,33,8,10,2011-05-02,105,29,3,2,0,3,1,0,18,2,0,1
11051,6,8,12,17,18,5,10,2011-05-04,61,12,1,3,2,0,1,0,15,5,1,1
11052,13,24,31,32,33,3,9,2011-05-07,133,20,3,0,2,3,2,0,12,6,2,1
11053,3,16,28,31,32,1,9,2011-05-09,110,29,2,1,1,3,1,2,10,8,2,1
11054,5,9,16,26,35,3,10,2011-05-11,91,30,3,2,1,2,0,1,13,7,1,1
11055,1,7,31,32,35,2,10,2011-05-14,106,34,4,2,0,3,1,1,12,8,0,1
11056,3,5,29,30,31,8,10,2011-05-16,98,28,4,2,0,3,2,1,18,2,0,1
11057,7,11,30,31,34,9,12,2011-05-18,113,27,3,2,0,3,1,2,21,3,1,1
11058,1,9,27,32,33,3,6,2011-05-21,102,32,4,2,0,3,1,0,9,3,1,0
11059,9,16,21,29,34,7,10,2011-05-23,109,25,3,1,2,2,0,1,17,3,1,1
11060,3,25,29,32,34,9,10,2011-05-25,123,31,3,1,0,4,0,2,19,1,1,1
11061,6,7,16,18,20,4,10,2011-05-28,67,14,1,2,3,0,1,0,14,6,0,1
11062,6,10,17,20,21,3,7,2011-05-30,74,15,2,2,3,0,1,2,10,4,2,1
11063,10,17,18,26,32,1,5,2011-06-01,103,22,1,1,2,2,1,2,6,4,2,0
11064,1,6,27,30,34,1,6,2011-06-04,98,33,2,2,0,3,0,0,7,5,1,0
11065,3,11,14,25,34,1,4,2011-06-06,87,31,3,2,1,2,0,1,5,3,1,0
11066,6,13,18,20,33,9,10,2011-06-08,90,27,2,1,3,1,0,0,19,1,1,1
11067,10,17,22,24,32,3,10,2011-06-11,105,22,1,1,3,1,0,0,13,7,1,1
11068,1,13,16,18,32,7,9,2011-06-13,80,31,2,1,3,1,0,1,16,2,2,1
11069,3,5,28,29,33,4,12,2011-06-15,98,30,4,2,0,3,1,0,16,8,0,1
11070,9,19,22,29,30,2,8,2011-06-18,109,21,3,1,2,2,1,1,10,6,0,1
11071,27,31,33,34,35,4,6,2011-06-20,160,8,4,0,0,5,2,0,10,2,0,0
11072,3,11,13,20,35,3,8,2011-06-22,82,32,4,2,2,1,0,1,11,5,1,1
11073,13,19,20,22,33,5,11,2011-06-25,107,20,3,0,4,1,1,2,16,6,2,1
11074,7,16,23,28,31,3,6,2011-06-27,105,24,3,1,2,2,0,0,9,3,1,0
11075,6,9,20,23,28,6,10,2011-06-29,86,22,2,2,2,1,0,2,16,4,0,1
11076,18,23,25,29,30,1,2,2011-07-02,125,12,3,0,2,3,1,1,3,1,1,0
11077,5,8,19,33,34,1,12,2011-07-04,99,29,3,2,1,2,1,0,13,11,1,1
11078,4,9,16,27,30,2,6,2011-07-06,86,26,2,2,1,2,0,0,8,4,0,0
11079,1,3,23,30,31,2,10,2011-07-09,88,30,4,2,1,2,1,1,12,8,0,1
11080,5,12,30,31,32,1,3,2011-07-11,110,27,2,2,0,3,2,2,4,2,2,0
11081,4,13,20,21,35,2,9,2011-07-13,93,31,3,1,3,1,1,0,11,7,1,1
11082,7,20,25,30,32,5,9,2011-07-16,114,25,2,1,1,3,0,1,14,4,2,1
11083,6,8,18,20,24,4,8,2011-07-18,76,18,0,2,3,0,0,1,12,4,0,1
11084,14,29,31,34,35,1,12,2011-07-20,143,21,3,0,1,4,1,0,13,11,1,1
11085,2,17,19,21,22,3,10,2011-07-23,81,20,3,1,4,0,1,0,13,7,1,1
11086,4,5,6,9,15,1,6,2011-07-25,39,11,3,4,1,0,2,0,7,5,1,0
11087,6,13,20,25,34,7,9,2011-07-27,98,28,2,1,2,2,0,1,16,2,2,1
11088,20,21,27,29,35,3,8,2011-07-30,132,15,4,0,2,3,1,1,11,5,1,1
11089,5,6,23,27,34,3,4,2011-08-01,95,29,3,2,1,2,1,1,7,1,1,0
11090,2,4,29,30,34,5,8,2011-08-03,99,32,1,2,0,3,1,1,13,3,1,1
11091,11,17,23,29,30,6,8,2011-08-06,110,19,4,1,2,2,1,2,14,2,0,1
11092,10,17,19,32,33,1,12,2011-08-08,111,23,3,1,2,2,1,1,13,11,1,1
11093,4,6,8,19,31,10,11,2011-08-10,68,27,2,3,1,1,0,1,21,1,1,1
11094,11,21,22,32,34,4,8,2011-08-13,120,23,2,1,2,2,1,0,12,4,0,1
11095,9,12,17,19,29,6,11,2011-08-15,86,20,4,2,2,1,0,0,17,5,1,1
11096,3,8,20,24,25,1,2,2011-08-17,80,22,2,2,2,1,1,0,3,1,1,0
11097,4,19,28,31,33,11,12,2011-08-20,115,29,3,1,1,3,0,0,23,1,1,1
11098,6,7,28,33,35,1,10,2011-08-22,109,29,3,2,0,3,1,2,11,9,1,1
11099,2,6,9,12,20,5,8,2011-08-24,49,18,1,4,1,0,0,1,13,3,1,1
11100,8,11,13,28,33,8,9,2011-08-27,93,25,3,2,1,2,0,0,17,1,1,1
11101,5,12,20,28,30,3,7,2011-08-29,95,25,1,2,1,2,0,1,10,4,2,1
11102,19,24,28,31,34,4,12,2011-08-31,136,15,2,0,2,3,0,1,16,8,0,1
11103,3,4,26,29,34,1,3,2011-09-03,96,31,2,2,0,3,1,1,4,2,2,0
11104,7,19,27,28,34,2,5,2011-09-05,115,27,3,1,1,3,1,1,7,3,1,0
11105,2,11,26,32,33,5,12,2011-09-07,104,31,2,2,0,3,1,0,17,7,1,1
11106,1,9,29,30,35,5,9,2011-09-10,104,34,4,2,0,3,1,0,14,4,2,1
11107,2,6,18,30,32,1,8,2011-09-12,88,30,0,2,1,2,0,1,9,7,1,1
11108,7,15,18,24,28,1,7,2011-09-14,92,21,2,1,3,1,0,1,8,6,2,1
11109,1,11,12,22,34,8,10,2011-09-17,80,33,2,3,1,1,1,0,18,2,0,1
11110,30,31,33,34,35,4,7,2011-09-19,163,5,3,0,0,5,3,1,11,3,1,1
11111,2,11,13,23,31,11,12,2011-09-21,80,29,4,2,2,1,0,1,23,1,1,1
11112,6,17,28,32,33,8,12,2011-09-24,116,27,2,1,1,3,1,0,20,4,0,1
11113,4,5,7,10,12,4,5,2011-09-26,38,8,2,5,0,0,1,0,9,1,1,0
11114,6,8,17,27,35,2,11,2011-09-28,93,29,3,2,1,2,0,0,13,9,1,1
11115,17,26,30,31,35,6,11,2011-10-01,139,18,3,0,1,4,1,2,17,5,1,1
11116,10,15,18,19,26,7,12,2011-10-03,88,16,2,1,3,1,1,1,19,5,1,1
11117,10,12,28,32,33,3,5,2011-10-05,115,23,1,2,0,3,1,1,8,2,2,0
11118,4,7,11,32,35,5,7,2011-10-08,89,31,3,3,0,2,0,1,12,2,2,1
11119,4,15,20,26,31,6,12,2011-10-10,96,27,2,1,2,2,0,1,18,6,0,1
11120,20,25,26,30,31,9,10,2011-10-12,132,11,2,0,1,4,2,3,19,1,1,1
11121,2,3,30,31,33,3,9,2011-10-15,99,31,3,2,0,3,2,2,12,6,2,1
11122,3,8,23,24,34,5,12,2011-10-17,92,31,2,2,2,1,1,1,17,7,1,1
11123,10,14,18,19,35,1,6,2011-10-19,96,25,2,1,3,1,1,0,7,5,1,0
11124,8,12,14,20,25,6,8,2011-10-22,79,17,1,2,2,1,0,1,14,2,0,1
11125,7,10,27,34,35,10,12,2011-10-24,113,28,3,2,0,3,1,0,22,2,0,1
11126,7,17,29,30,33,10,12,2011-10-26,116,26,4,1,1,3,1,1,22,2,0,1
11127,1,11,22,26,29,5,8,2011-10-29,89,28,3,2,1,2,0,1,13,3,1,1
11128,3,4,6,11,13,1,2,2011-10-31,37,10,3,4,1,0,1,1,3,1,1,0
11129,1,7,13,18,23,4,8,2011-11-02,62,22,4,2,3,0,0,1,12,4,0,1
11130,8,9,13,23,35,11,12,2011-11-05,88,27,4,2,2,1,1,2,23,1,1,1
11131,3,5,12,18,33,7,11,2011-11-07,71,30,3,3,1,1,0,0,18,4,2,1
11132,12,14,16,19,33,2,9,2011-11-09,94,21,2,1,3,1,0,2,11,7,1,1
11133,4,11,23,26,35,3,12,2011-11-12,99,31,3,2,1,2,0,0,15,9,1,1
11134,1,10,12,14,17,9,10,2011-11-14,54,16,2,3,2,0,0,0,19,1,1,1
11135,6,22,29,33,35,3,12,2011-11-16,125,29,3,1,1,3,0,0,15,9,1,1
11136,8,9,11,19,33,3,12,2011-11-19,80,25,4,3,1,1,1,1,15,9,1,1
11137,2,15,18,23,31,1,2,2011-11-21,89,29,3,1,3,1,0,0,3,1,1,0
11138,17,23,26,30,32,6,12,2011-11-23,128,15,2,0,2,3,0,1,18,6,0,1
11139,4,6,10,15,16,3,4,2011-11-26,51,12,1,3,2,0,1,0,7,1,1,0
11140,1,12,32,33,34,9,11,2011-11-28,112,33,2,2,0,3,2,0,20,2,2,1
11141,2,11,19,22,35,10,12,2011-11-30,89,33,3,2,2,1,0,0,22,2,0,1
11142,4,26,30,33,34,4,6,2011-12-03,127,30,1,1,0,4,1,0,10,2,0,0
11143,8,9,12,25,33,7,10,2011-12-05,87,25,3,3,0,2,1,1,17,3,1,1
11144,7,18,24,28,33,2,3,2011-12-07,110,26,2,1,2,2,0,1,5,1,1,0
11145,7,15,19,24,29,4,6,2011-12-10,94,22,4,1,3,1,0,2,10,2,0,0
11146,9,13,19,29,34,2,11,2011-12-12,104,25,4,1,2,2,0,2,13,9,1,1
11147,1,15,16,27,28,2,7,2011-12-14,87,27,3,1,2,2,2,0,9,5,1,1
11148,7,10,11,26,31,3,4,2011-12-17,85,24,3,3,0,2,1,0,7,1,1,0
11149,2,7,12,29,31,3,5,2011-12-19,81,29,3,3,0,2,0,2,8,2,2,0
11150,13,22,30,33,34,6,12,2011-12-21,132,21,2,0,2,3,1,0,18,6,0,1
11151,7,11,14,20,27,3,10,2011-12-24,79,20,3,2,2,1,0,0,13,7,1,1
11152,1,4,6,21,35,2,11,2011-12-26,67,34,3,3,1,1,0,0,13,9,1,1
11153,6,22,29,30,35,3,5,2011-12-28,122,29,2,1,1,3,1,2,8,2,2,0
11154,4,12,16,20,28,8,11,2011-12-31,80,24,0,2,2,1,0,0,19,3,1,1
12001,7,27,28,32,33,1,12,2012-01-02,127,26,3,1,0,4,2,1,13,11,1,1
12002,3,11,14,26,29,7,8,2012-01-04,83,26,3,2,1,2,0,0,15,1,1,1
12003,16,22,24,33,34,3,10,2012-01-07,129,18,1,0,3,2,1,0,13,7,1,1
12004,10,11,22,31,32,6,7,2012-01-09,106,22,2,2,1,2,2,1,13,1,1,1
12005,1,2,29,31,33,7,12,2012-01-11,96,32,4,2,0,3,1,1,19,5,1,1
12006,3,20,22,25,27,1,9,2012-01-14,97,24,3,1,2,2,0,0,10,8,2,1
12007,4,5,13,17,25,7,10,2012-01-16,64,21,4,2,2,1,1,1,17,3,1,1
12008,6,8,30,31,32,1,11,2012-01-18,107,26,1,2,0,3,2,0,12,10,2,1
12009,6,14,20,29,35,9,10,2012-01-21,104,29,2,1,2,2,0,1,19,1,1,1
12010,25,26,29,32,34,5,7,2012-01-30,146,9,2,0,0,5,1,1,12,2,2,1
12011,5,19,22,29,30,2,4,2012-02-01,105,25,3,1,2,2,1,1,6,2,0,0
12012,6,18,22,30,35,2,7,2012-02-04,111,29,1,1,2,2,0,2,9,5,1,1
12013,7,8,11,12,24,1,2,2012-02-06,62,17,2,4,1,0,2,0,3,1,1,0
12014,10,14,24,30,32,1,12,2012-02-08,110,22,0,1,2,2,0,1,13,11,1,1
12015,12,13,24,26,33,6,8,2012-02-11,108,21,2,1,2,2,1,1,14,2,0,1
12016,5,14,20,29,31,8,12,2012-02-13,99,26,3,1,2,2,0,0,20,4,0,1
12017,6,11,22,29,34,3,12,2012-02-15,102,28,2,2,1,2,0,1,15,9,1,1
12018,3,10,14,29,31,4,8,2012-02-18,87,28,3,2,1,2,0,1,12,4,0,1
12019,7,9,17,30,34,1,12,2012-02-20,97,27,3,2,1,2,0,0,13,11,1,1
12020,12,14,27,29,34,3,6,2012-02-22,116,22,2,1,1,3,0,1,9,3,1,0
12021,10,15,21,31,34,7,8,2012-02-25,111,24,3,1,2,2,0,1,15,1,1,1
12022,7,12,20,33,35,1,10,2012-02-27,107,28,3,2,1,2,0,0,11,9,1,1
12023,7,9,17,29,35,9,10,2012-02-29,97,28,5,2,1,2,0,2,19,1,1,1
12024,3,11,17,21,30,3,7,2012-03-03,82,27,4,2,2,1,0,1,10,4,2,1
12025,1,2,5,12,27,4,7,2012-03-05,47,26,3,4,0,1,1,0,11,3,1,1
12026,10,11,22,23,29,2,9,2012-03-07,95,19,3,2,2,1,2,0,11,7,1,1
12027,3,10,11,22,31,5,7,2012-03-10,77,28,3,3,1,1,1,3,12,2,2,1
12028,10,12,15,33,34,3,10,2012-03-12,104,24,2,2,1,2,1,1,13,7,1,1
12029,4,7,8,18,29,7,10,2012-03-14,66,25,2,3,1,1,1,0,17,3,1,1
12030,3,21,22,26,32,1,3,2012-03-17,104,29,2,1,2,2,1,0,4,2,2,0
12031,19,21,23,25,30,3,8,2012-03-19,118,11,4,0,3,2,0,1,11,5,1,1
12032,7,8,16,26,34,7,11,2012-03-21,91,27,1,2,1,2,1,0,18,4,2,1
12033,8,13,19,27,32,1,8,2012-03-24,99,24,3,1,2,2,0,1,9,7,1,1
12034,1,8,15,16,29,8,9,2012-03-26,69,28,3,2,2,1,1,1,17,1,1,1
12035,1,4,30,32,35,8,12,2012-03-28,102,34,2,2,0,3,0,1,20,4,0,1
12036,1,9,20,30,31,8,12,2012-03-31,91,30,3,2,1,2,1,2,20,4,0,1
12037,9,13,27,31,35,3,10,2012-04-02,115,26,5,1,1,3,0,2,13,7,1,1
12038,11,23,25,31,35,1,3,2012-04-04,125,24,5,1,1,3,0,2,4,2,2,0
12039,15,21,22,24,35,1,5,2012-04-07,117,20,3,0,4,1,1,1,6,4,2,0
12040,2,13,23,28,29,1,5,2012-04-09,95,27,3,1,2,2,1,0,6,4,2,0
12041,1,2,13,22,23,2,10,2012-04-11,61,22,3,2,3,0,2,3,12,8,0,1
12042,7,24,27,28,35,7,12,2012-04-14,121,28,3,1,1,3,1,0,19,5,1,1
12043,1,6,25,31,34,3,9,2012-04-16,97,33,3,2,0,3,0,0,12,6,2,1
12044,3,4,14,32,35,1,2,2012-04-18,88,32,2,2,1,2,1,0,3,1,1,0
12045,5,11,17,20,28,11,12,2012-04-21,81,23,3,2,2,1,0,0,23,1,1,1
12046,4,8,19,23,27,4,11,2012-04-23,81,23,3,2,2,1,0,0,15,7,1,1
12047,5,7,17,30,34,3,10,2012-04-25,93,29,3,2,1,2,0,0,13,7,1,1
12048,6,9,26,30,35,5,6,2012-04-28,106,29,2,2,0,3,0,1,11,1,1,0
12049,9,18,22,27,31,10,12,2012-04-30,107,22,3,1,2,2,0,1,22,2,0,1
12050,13,17,22,28,29,1,10,2012-05-02,109,16,3,0,3,2,1,1,11,9,1,1
12051,1,2,17,18,33,5,12,2012-05-05,71,32,3,2,2,1,2,1,17,7,1,1
12052,10,20,26,31,33,10,12,2012-05-07,120,23,2,1,1,3,0,1,22,2,0,1
12053,11,12,26,28,31,7,12,2012-05-09,108,20,2,2,0,3,1,2,19,5,1,1
12054,1,16,18,27,30,10,11,2012-05-12,92,29,2,1,2,2,0,0,21,1,1,1
12055,7,22,26,32,33,1,8,2012-05-14,120,26,2,1,1,3,1,0,9,7,1,1
12056,11,21,23,26,34,7,9,2012-05-16,115,23,3,1,2,2,0,1,16,2,2,1
12057,1,2,14,33,34,3,5,2012-05-19,84,33,2,2,1,2,2,1,8,2,2,0
12058,13,21,29,31,35,4,12,2012-05-21,129,22,5,0,2,3,0,0,16,8,0,1
12059,9,13,19,21,27,3,4,2012-05-23,89,18,5,1,3,1,0,2,7,1,1,0
12060,2,16,21,24,30,6,10,2012-05-26,93,28,1,1,3,1,0,1,16,4,0,1
12061,5,10,14,27,33,7,9,2012-05-28,89,28,3,2,1,2,0,0,16,2,2,1
12062,21,32,33,34,35,8,9,2012-05-30,155,14,3,0,1,4,3,1,17,1,1,1
12063,11,25,26,29,35,1,2,2012-06-02,126,24,4,1,0,4,1,1,3,1,1,0
12064,9,12,13,15,30,9,10,2012-06-04,79,21,3,2,2,1,1,0,19,1,1,1
12065,10,22,28,29,34,5,11,2012-06-06,123,24,1,1,1,3,1,0,16,6,2,1
12066,1,20,25,29,33,4,6,2012-06-09,108,32,4,1,1,3,0,1,10,2,0,0
12067,20,22,27,30,33,1,2,2012-06-11,132,13,2,0,2,3,0,2,3,1,1,0
12068,1,21,31,32,35,3,6,2012-06-13,120,34,4,1,1,3,1,0,9,3,1,0
12069,2,4,22,25,34,2,11,2012-06-16,87,32,1,2,1,2,0,0,13,9,1,1
12070,9,22,23,32,34,6,8,2012-06-18,120,25,2,1,2,2,1,2,14,2,0,1
12071,13,23,29,31,34,6,8,2012-06-20,130,21,4,0,2,3,0,2,14,2,0,1
12072,4,8,17,22,25,4,10,2012-06-23,76,21,2,2,2,1,0,0,14,6,0,1
12073,18,23,29,33,34,2,7,2012-06-25,137,16,3,0,2,3,1,0,9,5,1,1
12074,10,22,23,30,32,1,7,2012-06-27,117,22,1,1,2,2,1,1,8,6,2,1
12075,7,9,10,18,22,5,10,2012-06-30,66,15,2,3,2,0,1,2,15,5,1,1
12076,2,14,16,22,24,2,5,2012-07-02,78,22,0,1,4,0,0,1,7,3,1,0
12077,10,30,32,33,34,2,3,2012-07-04,139,24,1,1,0,4,2,0,5,1,1,0
12078,1,2,23,25,35,5,12,2012-07-07,86,34,4,2,1,2,1,0,17,7,1,1
12079,1,5,25,32,33,1,10,2012-07-09,96,32,4,2,0,3,1,2,11,9,1,1
12080,11,12,14,25,28,2,5,2012-07-11,90,17,2,2,1,2,1,1,7,3,1,0
12081,10,16,17,30,35,1,8,2012-07-14,108,25,2,1,2,2,1,0,9,7,1,1
12082,2,4,9,10,15,8,10,2012-07-16,40,13,2,4,1,0,1,1,18,2,0,1
12083,16,19,28,29,31,5,8,2012-07-18,123,15,3,0,2,3,1,0,13,3,1,1
12084,21,24,27,29,31,1,2,2012-07-21,132,10,4,0,2,3,0,2,3,1,1,0
12085,7,18,29,31,33,10,12,2012-07-23,118,26,4,1,1,3,0,2,22,2,0,1
12086,3,20,25,29,32,5,10,2012-07-25,109,29,3,1,1,3,0,1,15,5,1,1
12087,1,6,7,21,31,4,11,2012-07-28,66,30,4,3,1,1,1,0,15,7,1,1
12088,13,17,24,30,35,2,10,2012-07-30,119,22,3,0,3,2,0,0,12,8,0,1
12089,6,12,21,29,32,6,11,2012-08-01,100,26,2,2,1,2,0,0,17,5,1,1
12090,2,21,27,29,33,2,10,2012-08-04,112,31,4,1,1,3,0,2,12,8,0,1
12091,3,10,28,31,33,1,9,2012-08-06,105,30,3,2,0,3,0,1,10,8,2,1
12092,8,9,23,25,31,2,12,2012-08-08,96,23,4,2,1,2,1,1,14,10,0,1
12093,2,16,21,31,33,4,11,2012-08-11,103,31,3,1,2,2,0,1,15,7,1,1
12094,2,14,23,32,35,1,10,2012-08-13,106,33,2,1,2,2,0,1,11,9,1,1
12095,6,9,22,27,30,8,12,2012-08-15,94,24,2,2,1,2,0,0,20,4,0,1
12096,5,10,19,24,35,8,9,2012-08-18,93,30,3,2,2,1,0,0,17,1,1,1
12097,9,17,24,29,32,1,2,2012-08-20,111,23,3,1,2,2,0,1,3,1,1,0
12098,2,11,28,29,30,6,12,2012-08-22,100,28,2,2,0,3,2,1,18,6,0,1
12099,12,18,24,25,32,2,12,2012-08-25,111,20,1,1,2,2,1,0,14,10,0,1
12100,7,9,13,19,27,1,3,2012-08-27,75,20,5,2,2,1,0,0,4,2,2,0
12101,2,5,8,9,31,3,7,2012-08-29,55,29,3,4,0,1,1,1,10,4,2,1
12102,2,4,6,13,35,4,8,2012-09-01,60,33,2,3,1,1,0,1,12,4,0,1
12103,2,9,18,23,24,1,4,2012-09-03,76,22,2,2,3,0,1,1,5,3,1,0
12104,16,18,24,25,27,4,9,2012-09-05,110,11,2,0,3,2,1,2,13,5,1,1
12105,5,6,14,15,31,6,8,2012-09-08,71,26,3,2,2,1,2,0,14,2,0,1
12106,15,23,25,29,31,9,10,2012-09-10,123,16,5,0,2,3,0,2,19,1,1,1
12107,4,7,9,22,33,1,3,2012-09-12,75,29,3,3,1,1,0,0,4,2,2,0
12108,6,7,12,24,35,2,6,2012-09-15,84,29,2,3,1,1,1,1,8,4,0,0
12109,1,22,30,32,35,9,11,2012-09-17,120,34,2,1,1,3,0,1,20,2,2,1
12110,1,11,17,19,26,5,12,2012-09-19,74,25,4,2,2,1,0,1,17,7,1,1
12111,1,24,25,30,33,4,11,2012-09-22,113,32,3,1,1,3,1,1,15,7,1,1
12112,1,2,28,31,35,5,7,2012-09-24,97,34,3,2,0,3,1,1,12,2,2,1
12113,3,10,22,27,29,3,12,2012-09-26,91,26,3,2,1,2,0,0,15,9,1,1
12114,3,6,21,33,35,1,7,2012-09-29,98,32,4,2,1,2,0,1,8,6,2,1
12115,1,6,13,19,23,6,9,2012-10-01,62,22,4,2,3,0,0,1,15,3,1,1
12116,1,11,18,20,22,7,10,2012-10-03,72,21,2,2,3,0,0,1,17,3,1,1
12117,1,12,18,21,33,7,8,2012-10-06,85,32,3,2,2,1,0,2,15,1,1,1
12118,5,17,25,30,33,1,12,2012-10-08,110,28,4,1,1,3,0,1,13,11,1,1
12119,5,6,9,19,32,6,9,2012-10-10,71,27,3,3,1,1,1,1,15,3,1,1
12120,2,10,21,23,29,3,4,2012-10-13,85,27,3,2,2,1,0,0,7,1,1,0
12121,7,18,20,29,30,5,6,2012-10-15,104,23,2,1,2,2,1,1,11,1,1,0
12122,23,24,25,29,31,3,12,2012-10-17,132,8,4,0,2,3,2,1,15,9,1,1
12123,5,8,18,30,33,1,9,2012-10-20,94,28,2,2,1,2,0,0,10,8,2,1
12124,7,11,19,20,35,5,10,2012-10-22,92,28,4,2,2,1,1,0,15,5,1,1
12125,6,14,17,22,35,1,2,2012-10-24,94,29,2,1,3,1,0,1,3,1,1,0
12126,13,14,21,28,29,5,10,2012-10-27,105,16,3,0,3,2,2,1,15,5,1,1
12127,12,13,14,25,35,10,12,2012-10-29,99,23,3,1,2,2,2,2,22,2,0,1
12128,9,10,19,30,31,4,11,2012-10-31,99,22,3,2,1,2,2,0,15,7,1,1
12129,1,7,21,28,31,3,9,2012-11-03,88,30,4,2,1,2,0,1,12,6,2,1
12130,14,19,23,29,30,6,7,2012-11-05,115,16,3,0,3,2,1,0,13,1,1,1
12131,2,16,18,27,30,8,12,2012-11-07,93,28,1,1,2,2,0,1,20,4,0,1
12132,5,8,21,25,33,1,11,2012-11-10,92,28,4,2,1,2,0,0,12,10,2,1
12133,5,7,13,29,30,1,5,2012-11-12,84,25,4,2,1,2,1,1,6,4,2,0
12134,1,6,18,32,35,2,7,2012-11-14,92,34,2,2,1,2,0,0,9,5,1,1
12135,3,5,17,18,33,6,7,2012-11-17,76,30,4,2,2,1,1,1,13,1,1,1
12136,2,23,29,30,31,1,4,2012-11-19,115,29,3,1,1,3,2,0,5,3,1,0
12137,3,12,20,21,27,1,6,2012-11-21,83,24,3,2,2,1,1,0,7,5,1,0
12138,13,17,27,31,33,6,12,2012-11-24,121,20,5,0,2,3,0,1,18,6,0,1
12139,9,10,12,22,25,4,11,2012-11-26,78,16,2,3,1,1,1,0,15,7,1,1
12140,7,17,27,28,29,9,10,2012-11-28,108,22,4,1,1,3,2,0,19,1,1,1
12141,3,11,19,23,34,2,12,2012-12-01,90,31,4,2,2,1,0,0,14,10,0,1
12142,15,19,29,34,35,7,10,2012-12-03,132,20,4,0,2,3,1,2,17,3,1,1
12143,9,27,29,30,31,3,6,2012-12-05,126,22,4,1,0,4,2,1,9,3,1,0
12144,11,13,14,21,29,1,10,2012-12-08,88,18,4,1,3,1,1,1,11,9,1,1
12145,5,22,31,33,35,6,9,2012-12-10,126,30,4,1,1,3,0,0,15,3,1,1
12146,1,10,13,17,26,6,8,2012-12-12,67,25,3,2,2,1,0,0,14,2,0,1
12147,2,3,17,19,33,2,9,2012-12-15,74,31,4,2,2,1,1,1,11,7,1,1
12148,4,16,27,29,34,6,11,2012-12-17,110,30,2,1,1,3,0,0,17,5,1,1
12149,2,10,23,33,34,5,10,2012-12-19,102,32,2,2,1,2,1,1,15,5,1,1
12150,2,14,18,24,31,2,3,2012-12-22,89,29,1,1,3,1,0,1,5,1,1,0
12151,3,19,20,24,33,3,4,2012-12-24,99,30,3,1,3,1,1,1,7,1,1,0
12152,4,17,26,33,34,2,8,2012-12-26,114,30,2,1,1,3,1,1,10,6,0,1
12153,8,9,10,13,22,5,10,2012-12-29,62,14,2,3,2,0,2,0,15,5,1,1
12154,3,26,27,31,32,3,9,2012-12-31,119,29,3,1,0,4,2,0,12,6,2,1
13001,6,9,11,31,32,5,11,2013-01-02,89,26,3,3,0,2,1,2,16,6,2,1
13002,4,20,27,31,32,6,12,2013-01-05,114,28,2,1,1,3,1,2,18,6,0,1
13003,1,16,18,21,31,9,12,2013-01-07,87,30,3,1,3,1,0,1,21,3,1,1
13004,7,8,12,20,25,3,7,2013-01-09,72,18,2,3,1,1,1,0,10,4,2,1
